"REF_DATE","GEO","DGUID","Receipts, payments and balances","Current account and capital account","Countries or regions","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023","Canada","2016A000011124","Receipts","Capital account","All countries","Dollars","81","millions","6","v61914457","1.1.27.1","509","","","","0"
"2010","Canada","2016A000011124","Payments","Total current account","All countries","Dollars","81","millions","6","v61914458","1.2.1.1","617185","","","","0"
"2011","Canada","2016A000011124","Payments","Total current account","All countries","Dollars","81","millions","6","v61914458","1.2.1.1","671204","","","","0"
"2012","Canada","2016A000011124","Payments","Total current account","All countries","Dollars","81","millions","6","v61914458","1.2.1.1","701099","","","","0"
"2013","Canada","2016A000011124","Payments","Total current account","All countries","Dollars","81","millions","6","v61914458","1.2.1.1","722218","","","","0"
"2014","Canada","2016A000011124","Payments","Total current account","All countries","Dollars","81","millions","6","v61914458","1.2.1.1","776115","","","","0"
"2015","Canada","2016A000011124","Payments","Total current account","All countries","Dollars","81","millions","6","v61914458","1.2.1.1","806875","","","","0"
"2016","Canada","2016A000011124","Payments","Total current account","All countries","Dollars","81","millions","6","v61914458","1.2.1.1","811799","","","","0"
"2017","Canada","2016A000011124","Payments","Total current account","All countries","Dollars","81","millions","6","v61914458","1.2.1.1","861840","","","","0"
"2018","Canada","2016A000011124","Payments","Total current account","All countries","Dollars","81","millions","6","v61914458","1.2.1.1","926560","","","","0"
"2019","Canada","2016A000011124","Payments","Total current account","All countries","Dollars","81","millions","6","v61914458","1.2.1.1","956368","","","","0"
"2020","Canada","2016A000011124","Payments","Total current account","All countries","Dollars","81","millions","6","v61914458","1.2.1.1","844084","","","","0"
"2021","Canada","2016A000011124","Payments","Total current account","All countries","Dollars","81","millions","6","v61914458","1.2.1.1","948739","","","","0"
"2022","Canada","2016A000011124","Payments","Total current account","All countries","Dollars","81","millions","6","v61914458","1.2.1.1","1153593","","","","0"
"2023","Canada","2016A000011124","Payments","Total current account","All countries","Dollars","81","millions","6","v61914458","1.2.1.1","1228264","","","","0"
"2010","Canada","2016A000011124","Payments","Goods and services","All countries","Dollars","81","millions","6","v61914466","1.2.2.1","517153","","","","0"
"2011","Canada","2016A000011124","Payments","Goods and services","All countries","Dollars","81","millions","6","v61914466","1.2.2.1","564513","","","","0"
"2012","Canada","2016A000011124","Payments","Goods and services","All countries","Dollars","81","millions","6","v61914466","1.2.2.1","589137","","","","0"
"2013","Canada","2016A000011124","Payments","Goods and services","All countries","Dollars","81","millions","6","v61914466","1.2.2.1","606802","","","","0"
"2014","Canada","2016A000011124","Payments","Goods and services","All countries","Dollars","81","millions","6","v61914466","1.2.2.1","651176","","","","0"
"2015","Canada","2016A000011124","Payments","Goods and services","All countries","Dollars","81","millions","6","v61914466","1.2.2.1","683020","","","","0"
"2016","Canada","2016A000011124","Payments","Goods and services","All countries","Dollars","81","millions","6","v61914466","1.2.2.1","685868","","","","0"
"2017","Canada","2016A000011124","Payments","Goods and services","All countries","Dollars","81","millions","6","v61914466","1.2.2.1","720254","","","","0"
"2018","Canada","2016A000011124","Payments","Goods and services","All countries","Dollars","81","millions","6","v61914466","1.2.2.1","766266","","","","0"
"2019","Canada","2016A000011124","Payments","Goods and services","All countries","Dollars","81","millions","6","v61914466","1.2.2.1","782421","","","","0"
"2020","Canada","2016A000011124","Payments","Goods and services","All countries","Dollars","81","millions","6","v61914466","1.2.2.1","703531","","","","0"
"2021","Canada","2016A000011124","Payments","Goods and services","All countries","Dollars","81","millions","6","v61914466","1.2.2.1","785539","","","","0"
"2022","Canada","2016A000011124","Payments","Goods and services","All countries","Dollars","81","millions","6","v61914466","1.2.2.1","948468","","","","0"
"2023","Canada","2016A000011124","Payments","Goods and services","All countries","Dollars","81","millions","6","v61914466","1.2.2.1","980118","","","","0"
"2010","Canada","2016A000011124","Payments","Goods","All countries","Dollars","81","millions","6","v61914474","1.2.3.1","414004","","","","0"
"2011","Canada","2016A000011124","Payments","Goods","All countries","Dollars","81","millions","6","v61914474","1.2.3.1","456395","","","","0"
"2012","Canada","2016A000011124","Payments","Goods","All countries","Dollars","81","millions","6","v61914474","1.2.3.1","475171","","","","0"
"2013","Canada","2016A000011124","Payments","Goods","All countries","Dollars","81","millions","6","v61914474","1.2.3.1","487760","","","","0"
"2014","Canada","2016A000011124","Payments","Goods","All countries","Dollars","81","millions","6","v61914474","1.2.3.1","525052","","","","0"
"2015","Canada","2016A000011124","Payments","Goods","All countries","Dollars","81","millions","6","v61914474","1.2.3.1","549065","","","","0"
"2016","Canada","2016A000011124","Payments","Goods","All countries","Dollars","81","millions","6","v61914474","1.2.3.1","547349","","","","0"
"2017","Canada","2016A000011124","Payments","Goods","All countries","Dollars","81","millions","6","v61914474","1.2.3.1","575024","","","","0"
"2018","Canada","2016A000011124","Payments","Goods","All countries","Dollars","81","millions","6","v61914474","1.2.3.1","607970","","","","0"
"2019","Canada","2016A000011124","Payments","Goods","All countries","Dollars","81","millions","6","v61914474","1.2.3.1","614398","","","","0"
"2020","Canada","2016A000011124","Payments","Goods","All countries","Dollars","81","millions","6","v61914474","1.2.3.1","563123","","","","0"
"2021","Canada","2016A000011124","Payments","Goods","All countries","Dollars","81","millions","6","v61914474","1.2.3.1","634298","","","","0"
"2022","Canada","2016A000011124","Payments","Goods","All countries","Dollars","81","millions","6","v61914474","1.2.3.1","759482","","","","0"
"2023","Canada","2016A000011124","Payments","Goods","All countries","Dollars","81","millions","6","v61914474","1.2.3.1","770083","","","","0"
"2010","Canada","2016A000011124","Payments","Services","All countries","Dollars","81","millions","6","v61914482","1.2.5.1","103150","","","","0"
"2011","Canada","2016A000011124","Payments","Services","All countries","Dollars","81","millions","6","v61914482","1.2.5.1","108118","","","","0"
"2012","Canada","2016A000011124","Payments","Services","All countries","Dollars","81","millions","6","v61914482","1.2.5.1","113965","","","","0"
"2013","Canada","2016A000011124","Payments","Services","All countries","Dollars","81","millions","6","v61914482","1.2.5.1","119042","","","","0"
"2014","Canada","2016A000011124","Payments","Services","All countries","Dollars","81","millions","6","v61914482","1.2.5.1","126124","","","","0"
"2015","Canada","2016A000011124","Payments","Services","All countries","Dollars","81","millions","6","v61914482","1.2.5.1","133956","","","","0"
"2016","Canada","2016A000011124","Payments","Services","All countries","Dollars","81","millions","6","v61914482","1.2.5.1","138519","","","","0"
"2017","Canada","2016A000011124","Payments","Services","All countries","Dollars","81","millions","6","v61914482","1.2.5.1","145229","","","","0"
"2018","Canada","2016A000011124","Payments","Services","All countries","Dollars","81","millions","6","v61914482","1.2.5.1","158295","","","","0"
"2019","Canada","2016A000011124","Payments","Services","All countries","Dollars","81","millions","6","v61914482","1.2.5.1","168023","","","","0"
"2020","Canada","2016A000011124","Payments","Services","All countries","Dollars","81","millions","6","v61914482","1.2.5.1","140408","","","","0"
"2021","Canada","2016A000011124","Payments","Services","All countries","Dollars","81","millions","6","v61914482","1.2.5.1","151241","","","","0"
"2022","Canada","2016A000011124","Payments","Services","All countries","Dollars","81","millions","6","v61914482","1.2.5.1","188986","","","","0"
"2023","Canada","2016A000011124","Payments","Services","All countries","Dollars","81","millions","6","v61914482","1.2.5.1","210036","","","","0"
"2010","Canada","2016A000011124","Payments","Primary income","All countries","Dollars","81","millions","6","v61914530","1.2.11.1","87047","","","","0"
"2011","Canada","2016A000011124","Payments","Primary income","All countries","Dollars","81","millions","6","v61914530","1.2.11.1","93654","","","","0"
"2012","Canada","2016A000011124","Payments","Primary income","All countries","Dollars","81","millions","6","v61914530","1.2.11.1","98842","","","","0"
"2013","Canada","2016A000011124","Payments","Primary income","All countries","Dollars","81","millions","6","v61914530","1.2.11.1","101677","","","","0"
"2014","Canada","2016A000011124","Payments","Primary income","All countries","Dollars","81","millions","6","v61914530","1.2.11.1","110817","","","","0"
"2015","Canada","2016A000011124","Payments","Primary income","All countries","Dollars","81","millions","6","v61914530","1.2.11.1","108733","","","","0"
"2016","Canada","2016A000011124","Payments","Primary income","All countries","Dollars","81","millions","6","v61914530","1.2.11.1","110561","","","","0"
"2017","Canada","2016A000011124","Payments","Primary income","All countries","Dollars","81","millions","6","v61914530","1.2.11.1","125270","","","","0"
"2018","Canada","2016A000011124","Payments","Primary income","All countries","Dollars","81","millions","6","v61914530","1.2.11.1","143100","","","","0"
"2019","Canada","2016A000011124","Payments","Primary income","All countries","Dollars","81","millions","6","v61914530","1.2.11.1","155672","","","","0"
"2020","Canada","2016A000011124","Payments","Primary income","All countries","Dollars","81","millions","6","v61914530","1.2.11.1","121663","","","","0"
"2021","Canada","2016A000011124","Payments","Primary income","All countries","Dollars","81","millions","6","v61914530","1.2.11.1","142907","","","","0"
"2022","Canada","2016A000011124","Payments","Primary income","All countries","Dollars","81","millions","6","v61914530","1.2.11.1","182966","","","","0"
"2023","Canada","2016A000011124","Payments","Primary income","All countries","Dollars","81","millions","6","v61914530","1.2.11.1","221714","","","","0"
"2010","Canada","2016A000011124","Payments","Compensation of employees","All countries","Dollars","81","millions","6","v61914538","1.2.12.1","2977","","","","0"
"2011","Canada","2016A000011124","Payments","Compensation of employees","All countries","Dollars","81","millions","6","v61914538","1.2.12.1","3116","","","","0"
"2012","Canada","2016A000011124","Payments","Compensation of employees","All countries","Dollars","81","millions","6","v61914538","1.2.12.1","3177","","","","0"
"2013","Canada","2016A000011124","Payments","Compensation of employees","All countries","Dollars","81","millions","6","v61914538","1.2.12.1","3375","","","","0"
"2014","Canada","2016A000011124","Payments","Compensation of employees","All countries","Dollars","81","millions","6","v61914538","1.2.12.1","3709","","","","0"
"2015","Canada","2016A000011124","Payments","Compensation of employees","All countries","Dollars","81","millions","6","v61914538","1.2.12.1","3733","","","","0"
"2016","Canada","2016A000011124","Payments","Compensation of employees","All countries","Dollars","81","millions","6","v61914538","1.2.12.1","4049","","","","0"
"2017","Canada","2016A000011124","Payments","Compensation of employees","All countries","Dollars","81","millions","6","v61914538","1.2.12.1","5077","","","","0"
"2018","Canada","2016A000011124","Payments","Compensation of employees","All countries","Dollars","81","millions","6","v61914538","1.2.12.1","6323","","","","0"
"2019","Canada","2016A000011124","Payments","Compensation of employees","All countries","Dollars","81","millions","6","v61914538","1.2.12.1","7928","","","","0"
"2020","Canada","2016A000011124","Payments","Compensation of employees","All countries","Dollars","81","millions","6","v61914538","1.2.12.1","6268","","","","0"
"2021","Canada","2016A000011124","Payments","Compensation of employees","All countries","Dollars","81","millions","6","v61914538","1.2.12.1","6465","","","","0"
"2022","Canada","2016A000011124","Payments","Compensation of employees","All countries","Dollars","81","millions","6","v61914538","1.2.12.1","6885","","","","0"
"2023","Canada","2016A000011124","Payments","Compensation of employees","All countries","Dollars","81","millions","6","v61914538","1.2.12.1","7453","","","","0"
"2010","Canada","2016A000011124","Payments","Investment income","All countries","Dollars","81","millions","6","v61914546","1.2.13.1","84069","","","","0"
"2011","Canada","2016A000011124","Payments","Investment income","All countries","Dollars","81","millions","6","v61914546","1.2.13.1","90538","","","","0"
"2012","Canada","2016A000011124","Payments","Investment income","All countries","Dollars","81","millions","6","v61914546","1.2.13.1","95665","","","","0"
"2013","Canada","2016A000011124","Payments","Investment income","All countries","Dollars","81","millions","6","v61914546","1.2.13.1","98302","","","","0"
"2014","Canada","2016A000011124","Payments","Investment income","All countries","Dollars","81","millions","6","v61914546","1.2.13.1","107108","","","","0"
"2015","Canada","2016A000011124","Payments","Investment income","All countries","Dollars","81","millions","6","v61914546","1.2.13.1","105000","","","","0"
"2016","Canada","2016A000011124","Payments","Investment income","All countries","Dollars","81","millions","6","v61914546","1.2.13.1","106512","","","","0"
"2017","Canada","2016A000011124","Payments","Investment income","All countries","Dollars","81","millions","6","v61914546","1.2.13.1","120193","","","","0"
"2018","Canada","2016A000011124","Payments","Investment income","All countries","Dollars","81","millions","6","v61914546","1.2.13.1","136777","","","","0"
"2019","Canada","2016A000011124","Payments","Investment income","All countries","Dollars","81","millions","6","v61914546","1.2.13.1","147744","","","","0"
"2020","Canada","2016A000011124","Payments","Investment income","All countries","Dollars","81","millions","6","v61914546","1.2.13.1","115395","","","","0"
"2021","Canada","2016A000011124","Payments","Investment income","All countries","Dollars","81","millions","6","v61914546","1.2.13.1","136442","","","","0"
"2022","Canada","2016A000011124","Payments","Investment income","All countries","Dollars","81","millions","6","v61914546","1.2.13.1","176081","","","","0"
"2023","Canada","2016A000011124","Payments","Investment income","All countries","Dollars","81","millions","6","v61914546","1.2.13.1","214261","","","","0"
"2010","Canada","2016A000011124","Payments","Direct investment income","All countries","Dollars","81","millions","6","v61914554","1.2.14.1","41285","","","","0"
"2011","Canada","2016A000011124","Payments","Direct investment income","All countries","Dollars","81","millions","6","v61914554","1.2.14.1","45050","","","","0"
"2012","Canada","2016A000011124","Payments","Direct investment income","All countries","Dollars","81","millions","6","v61914554","1.2.14.1","48162","","","","0"
"2013","Canada","2016A000011124","Payments","Direct investment income","All countries","Dollars","81","millions","6","v61914554","1.2.14.1","48743","","","","0"
"2014","Canada","2016A000011124","Payments","Direct investment income","All countries","Dollars","81","millions","6","v61914554","1.2.14.1","52789","","","","0"
"2015","Canada","2016A000011124","Payments","Direct investment income","All countries","Dollars","81","millions","6","v61914554","1.2.14.1","44281","","","","0"
"2016","Canada","2016A000011124","Payments","Direct investment income","All countries","Dollars","81","millions","6","v61914554","1.2.14.1","41089","","","","0"
"2017","Canada","2016A000011124","Payments","Direct investment income","All countries","Dollars","81","millions","6","v61914554","1.2.14.1","48386","","","","0"
"2018","Canada","2016A000011124","Payments","Direct investment income","All countries","Dollars","81","millions","6","v61914554","1.2.14.1","54287","","","","0"
"2019","Canada","2016A000011124","Payments","Direct investment income","All countries","Dollars","81","millions","6","v61914554","1.2.14.1","54105","","","","0"
"2020","Canada","2016A000011124","Payments","Direct investment income","All countries","Dollars","81","millions","6","v61914554","1.2.14.1","31932","","","","0"
"2021","Canada","2016A000011124","Payments","Direct investment income","All countries","Dollars","81","millions","6","v61914554","1.2.14.1","59185","","","","0"
"2022","Canada","2016A000011124","Payments","Direct investment income","All countries","Dollars","81","millions","6","v61914554","1.2.14.1","72268","","","","0"
"2023","Canada","2016A000011124","Payments","Direct investment income","All countries","Dollars","81","millions","6","v61914554","1.2.14.1","61291","","","","0"
"2010","Canada","2016A000011124","Payments","Portfolio investment income","All countries","Dollars","81","millions","6","v61914562","1.2.15.1","37230","","","","0"
"2011","Canada","2016A000011124","Payments","Portfolio investment income","All countries","Dollars","81","millions","6","v61914562","1.2.15.1","39546","","","","0"
"2012","Canada","2016A000011124","Payments","Portfolio investment income","All countries","Dollars","81","millions","6","v61914562","1.2.15.1","41918","","","","0"
"2013","Canada","2016A000011124","Payments","Portfolio investment income","All countries","Dollars","81","millions","6","v61914562","1.2.15.1","43307","","","","0"
"2014","Canada","2016A000011124","Payments","Portfolio investment income","All countries","Dollars","81","millions","6","v61914562","1.2.15.1","46606","","","","0"
"2015","Canada","2016A000011124","Payments","Portfolio investment income","All countries","Dollars","81","millions","6","v61914562","1.2.15.1","51318","","","","0"
"2016","Canada","2016A000011124","Payments","Portfolio investment income","All countries","Dollars","81","millions","6","v61914562","1.2.15.1","52969","","","","0"
"2017","Canada","2016A000011124","Payments","Portfolio investment income","All countries","Dollars","81","millions","6","v61914562","1.2.15.1","56643","","","","0"
"2018","Canada","2016A000011124","Payments","Portfolio investment income","All countries","Dollars","81","millions","6","v61914562","1.2.15.1","63811","","","","0"
"2019","Canada","2016A000011124","Payments","Portfolio investment income","All countries","Dollars","81","millions","6","v61914562","1.2.15.1","68167","","","","0"
"2020","Canada","2016A000011124","Payments","Portfolio investment income","All countries","Dollars","81","millions","6","v61914562","1.2.15.1","65626","","","","0"
"2021","Canada","2016A000011124","Payments","Portfolio investment income","All countries","Dollars","81","millions","6","v61914562","1.2.15.1","63629","","","","0"
"2022","Canada","2016A000011124","Payments","Portfolio investment income","All countries","Dollars","81","millions","6","v61914562","1.2.15.1","76771","","","","0"
"2023","Canada","2016A000011124","Payments","Portfolio investment income","All countries","Dollars","81","millions","6","v61914562","1.2.15.1","96935","","","","0"
"2010","Canada","2016A000011124","Payments","Other investment income","All countries","Dollars","81","millions","6","v61914570","1.2.16.1","5555","","","","0"
"2011","Canada","2016A000011124","Payments","Other investment income","All countries","Dollars","81","millions","6","v61914570","1.2.16.1","5942","","","","0"
"2012","Canada","2016A000011124","Payments","Other investment income","All countries","Dollars","81","millions","6","v61914570","1.2.16.1","5585","","","","0"
"2013","Canada","2016A000011124","Payments","Other investment income","All countries","Dollars","81","millions","6","v61914570","1.2.16.1","6252","","","","0"
"2014","Canada","2016A000011124","Payments","Other investment income","All countries","Dollars","81","millions","6","v61914570","1.2.16.1","7713","","","","0"
"2015","Canada","2016A000011124","Payments","Other investment income","All countries","Dollars","81","millions","6","v61914570","1.2.16.1","9401","","","","0"
"2016","Canada","2016A000011124","Payments","Other investment income","All countries","Dollars","81","millions","6","v61914570","1.2.16.1","12454","","","","0"
"2017","Canada","2016A000011124","Payments","Other investment income","All countries","Dollars","81","millions","6","v61914570","1.2.16.1","15165","","","","0"
"2018","Canada","2016A000011124","Payments","Other investment income","All countries","Dollars","81","millions","6","v61914570","1.2.16.1","18679","","","","0"
"2019","Canada","2016A000011124","Payments","Other investment income","All countries","Dollars","81","millions","6","v61914570","1.2.16.1","25472","","","","0"
"2020","Canada","2016A000011124","Payments","Other investment income","All countries","Dollars","81","millions","6","v61914570","1.2.16.1","17837","","","","0"
"2021","Canada","2016A000011124","Payments","Other investment income","All countries","Dollars","81","millions","6","v61914570","1.2.16.1","13628","","","","0"
"2022","Canada","2016A000011124","Payments","Other investment income","All countries","Dollars","81","millions","6","v61914570","1.2.16.1","27041","","","","0"
"2023","Canada","2016A000011124","Payments","Other investment income","All countries","Dollars","81","millions","6","v61914570","1.2.16.1","56035","","","","0"
"2010","Canada","2016A000011124","Payments","Secondary income","All countries","Dollars","81","millions","6","v61914578","1.2.17.1","12985","","","","0"
"2011","Canada","2016A000011124","Payments","Secondary income","All countries","Dollars","81","millions","6","v61914578","1.2.17.1","13037","","","","0"
"2012","Canada","2016A000011124","Payments","Secondary income","All countries","Dollars","81","millions","6","v61914578","1.2.17.1","13120","","","","0"
"2013","Canada","2016A000011124","Payments","Secondary income","All countries","Dollars","81","millions","6","v61914578","1.2.17.1","13740","","","","0"
"2014","Canada","2016A000011124","Payments","Secondary income","All countries","Dollars","81","millions","6","v61914578","1.2.17.1","14122","","","","0"
"2015","Canada","2016A000011124","Payments","Secondary income","All countries","Dollars","81","millions","6","v61914578","1.2.17.1","15122","","","","0"
"2016","Canada","2016A000011124","Payments","Secondary income","All countries","Dollars","81","millions","6","v61914578","1.2.17.1","15370","","","","0"
"2017","Canada","2016A000011124","Payments","Secondary income","All countries","Dollars","81","millions","6","v61914578","1.2.17.1","16317","","","","0"
"2018","Canada","2016A000011124","Payments","Secondary income","All countries","Dollars","81","millions","6","v61914578","1.2.17.1","17195","","","","0"
"2019","Canada","2016A000011124","Payments","Secondary income","All countries","Dollars","81","millions","6","v61914578","1.2.17.1","18275","","","","0"
"2020","Canada","2016A000011124","Payments","Secondary income","All countries","Dollars","81","millions","6","v61914578","1.2.17.1","18889","","","","0"
"2021","Canada","2016A000011124","Payments","Secondary income","All countries","Dollars","81","millions","6","v61914578","1.2.17.1","20294","","","","0"
"2022","Canada","2016A000011124","Payments","Secondary income","All countries","Dollars","81","millions","6","v61914578","1.2.17.1","22159","","","","0"
"2023","Canada","2016A000011124","Payments","Secondary income","All countries","Dollars","81","millions","6","v61914578","1.2.17.1","26432","","","","0"
"2010","Canada","2016A000011124","Payments","Private transfers","All countries","Dollars","81","millions","6","v61914586","1.2.18.1","7792","","","","0"
"2011","Canada","2016A000011124","Payments","Private transfers","All countries","Dollars","81","millions","6","v61914586","1.2.18.1","8015","","","","0"
"2012","Canada","2016A000011124","Payments","Private transfers","All countries","Dollars","81","millions","6","v61914586","1.2.18.1","7996","","","","0"
"2013","Canada","2016A000011124","Payments","Private transfers","All countries","Dollars","81","millions","6","v61914586","1.2.18.1","8559","","","","0"
"2014","Canada","2016A000011124","Payments","Private transfers","All countries","Dollars","81","millions","6","v61914586","1.2.18.1","9377","","","","0"
"2015","Canada","2016A000011124","Payments","Private transfers","All countries","Dollars","81","millions","6","v61914586","1.2.18.1","9974","","","","0"
"2016","Canada","2016A000011124","Payments","Private transfers","All countries","Dollars","81","millions","6","v61914586","1.2.18.1","10063","","","","0"
"2017","Canada","2016A000011124","Payments","Private transfers","All countries","Dollars","81","millions","6","v61914586","1.2.18.1","11027","","","","0"
"2018","Canada","2016A000011124","Payments","Private transfers","All countries","Dollars","81","millions","6","v61914586","1.2.18.1","11672","","","","0"
"2019","Canada","2016A000011124","Payments","Private transfers","All countries","Dollars","81","millions","6","v61914586","1.2.18.1","12580","","","","0"
"2020","Canada","2016A000011124","Payments","Private transfers","All countries","Dollars","81","millions","6","v61914586","1.2.18.1","13270","","","","0"
"2021","Canada","2016A000011124","Payments","Private transfers","All countries","Dollars","81","millions","6","v61914586","1.2.18.1","13448","","","","0"
"2022","Canada","2016A000011124","Payments","Private transfers","All countries","Dollars","81","millions","6","v61914586","1.2.18.1","14107","","","","0"
"2023","Canada","2016A000011124","Payments","Private transfers","All countries","Dollars","81","millions","6","v61914586","1.2.18.1","18092","","","","0"
"2010","Canada","2016A000011124","Payments","Government transfers","All countries","Dollars","81","millions","6","v61914598","1.2.23.1","5193","","","","0"
"2011","Canada","2016A000011124","Payments","Government transfers","All countries","Dollars","81","millions","6","v61914598","1.2.23.1","5022","","","","0"
"2012","Canada","2016A000011124","Payments","Government transfers","All countries","Dollars","81","millions","6","v61914598","1.2.23.1","5124","","","","0"
"2013","Canada","2016A000011124","Payments","Government transfers","All countries","Dollars","81","millions","6","v61914598","1.2.23.1","5181","","","","0"
"2014","Canada","2016A000011124","Payments","Government transfers","All countries","Dollars","81","millions","6","v61914598","1.2.23.1","4745","","","","0"
"2015","Canada","2016A000011124","Payments","Government transfers","All countries","Dollars","81","millions","6","v61914598","1.2.23.1","5147","","","","0"
"2016","Canada","2016A000011124","Payments","Government transfers","All countries","Dollars","81","millions","6","v61914598","1.2.23.1","5306","","","","0"
"2017","Canada","2016A000011124","Payments","Government transfers","All countries","Dollars","81","millions","6","v61914598","1.2.23.1","5290","","","","0"
"2018","Canada","2016A000011124","Payments","Government transfers","All countries","Dollars","81","millions","6","v61914598","1.2.23.1","5523","","","","0"
"2019","Canada","2016A000011124","Payments","Government transfers","All countries","Dollars","81","millions","6","v61914598","1.2.23.1","5696","","","","0"
"2020","Canada","2016A000011124","Payments","Government transfers","All countries","Dollars","81","millions","6","v61914598","1.2.23.1","5619","","","","0"
"2021","Canada","2016A000011124","Payments","Government transfers","All countries","Dollars","81","millions","6","v61914598","1.2.23.1","6846","","","","0"
"2022","Canada","2016A000011124","Payments","Government transfers","All countries","Dollars","81","millions","6","v61914598","1.2.23.1","8052","","","","0"
"2023","Canada","2016A000011124","Payments","Government transfers","All countries","Dollars","81","millions","6","v61914598","1.2.23.1","8340","","","","0"
"2010","Canada","2016A000011124","Payments","Capital account","All countries","Dollars","81","millions","6","v61914608","1.2.27.1","385","","","","0"
"2011","Canada","2016A000011124","Payments","Capital account","All countries","Dollars","81","millions","6","v61914608","1.2.27.1","333","","","","0"
"2012","Canada","2016A000011124","Payments","Capital account","All countries","Dollars","81","millions","6","v61914608","1.2.27.1","557","","","","0"
"2013","Canada","2016A000011124","Payments","Capital account","All countries","Dollars","81","millions","6","v61914608","1.2.27.1","404","","","","0"
"2014","Canada","2016A000011124","Payments","Capital account","All countries","Dollars","81","millions","6","v61914608","1.2.27.1","481","","","","0"
"2015","Canada","2016A000011124","Payments","Capital account","All countries","Dollars","81","millions","6","v61914608","1.2.27.1","437","","","","0"
"2016","Canada","2016A000011124","Payments","Capital account","All countries","Dollars","81","millions","6","v61914608","1.2.27.1","371","","","","0"
"2017","Canada","2016A000011124","Payments","Capital account","All countries","Dollars","81","millions","6","v61914608","1.2.27.1","356","","","","0"
"2018","Canada","2016A000011124","Payments","Capital account","All countries","Dollars","81","millions","6","v61914608","1.2.27.1","356","","","","0"
"2019","Canada","2016A000011124","Payments","Capital account","All countries","Dollars","81","millions","6","v61914608","1.2.27.1","369","","","","0"
"2020","Canada","2016A000011124","Payments","Capital account","All countries","Dollars","81","millions","6","v61914608","1.2.27.1","328","","","","0"
"2021","Canada","2016A000011124","Payments","Capital account","All countries","Dollars","81","millions","6","v61914608","1.2.27.1","318","","","","0"
"2022","Canada","2016A000011124","Payments","Capital account","All countries","Dollars","81","millions","6","v61914608","1.2.27.1","333","","","","0"
