"REF_DATE","GEO","DGUID","Receipts, payments and balances","Current account and capital account","Countries or regions","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023","Canada","2016A000011124","Payments","Capital account","All countries","Dollars","81","millions","6","v61914608","1.2.27.1","337","","","","0"
"2010","Canada","2016A000011124","Balances","Total current account","All countries","Dollars","81","millions","6","v61914609","1.3.1.1","-59351","","","","0"
"2011","Canada","2016A000011124","Balances","Total current account","All countries","Dollars","81","millions","6","v61914609","1.3.1.1","-48112","","","","0"
"2012","Canada","2016A000011124","Balances","Total current account","All countries","Dollars","81","millions","6","v61914609","1.3.1.1","-64579","","","","0"
"2013","Canada","2016A000011124","Balances","Total current account","All countries","Dollars","81","millions","6","v61914609","1.3.1.1","-59759","","","","0"
"2014","Canada","2016A000011124","Balances","Total current account","All countries","Dollars","81","millions","6","v61914609","1.3.1.1","-46278","","","","0"
"2015","Canada","2016A000011124","Balances","Total current account","All countries","Dollars","81","millions","6","v61914609","1.3.1.1","-69569","","","","0"
"2016","Canada","2016A000011124","Balances","Total current account","All countries","Dollars","81","millions","6","v61914609","1.3.1.1","-62553","","","","0"
"2017","Canada","2016A000011124","Balances","Total current account","All countries","Dollars","81","millions","6","v61914609","1.3.1.1","-59998","","","","0"
"2018","Canada","2016A000011124","Balances","Total current account","All countries","Dollars","81","millions","6","v61914609","1.3.1.1","-53141","","","","0"
"2019","Canada","2016A000011124","Balances","Total current account","All countries","Dollars","81","millions","6","v61914609","1.3.1.1","-45183","","","","0"
"2020","Canada","2016A000011124","Balances","Total current account","All countries","Dollars","81","millions","6","v61914609","1.3.1.1","-44789","","","","0"
"2021","Canada","2016A000011124","Balances","Total current account","All countries","Dollars","81","millions","6","v61914609","1.3.1.1","371","","","","0"
"2022","Canada","2016A000011124","Balances","Total current account","All countries","Dollars","81","millions","6","v61914609","1.3.1.1","-10312","","","","0"
"2023","Canada","2016A000011124","Balances","Total current account","All countries","Dollars","81","millions","6","v61914609","1.3.1.1","-17759","","","","0"
"2010","Canada","2016A000011124","Balances","Goods and services","All countries","Dollars","81","millions","6","v61914617","1.3.2.1","-31213","","","","0"
"2011","Canada","2016A000011124","Balances","Goods and services","All countries","Dollars","81","millions","6","v61914617","1.3.2.1","-20260","","","","0"
"2012","Canada","2016A000011124","Balances","Goods and services","All countries","Dollars","81","millions","6","v61914617","1.3.2.1","-34525","","","","0"
"2013","Canada","2016A000011124","Balances","Goods and services","All countries","Dollars","81","millions","6","v61914617","1.3.2.1","-29813","","","","0"
"2014","Canada","2016A000011124","Balances","Goods and services","All countries","Dollars","81","millions","6","v61914617","1.3.2.1","-18064","","","","0"
"2015","Canada","2016A000011124","Balances","Goods and services","All countries","Dollars","81","millions","6","v61914617","1.3.2.1","-49066","","","","0"
"2016","Canada","2016A000011124","Balances","Goods and services","All countries","Dollars","81","millions","6","v61914617","1.3.2.1","-47776","","","","0"
"2017","Canada","2016A000011124","Balances","Goods and services","All countries","Dollars","81","millions","6","v61914617","1.3.2.1","-46929","","","","0"
"2018","Canada","2016A000011124","Balances","Goods and services","All countries","Dollars","81","millions","6","v61914617","1.3.2.1","-43575","","","","0"
"2019","Canada","2016A000011124","Balances","Goods and services","All countries","Dollars","81","millions","6","v61914617","1.3.2.1","-33919","","","","0"
"2020","Canada","2016A000011124","Balances","Goods and services","All countries","Dollars","81","millions","6","v61914617","1.3.2.1","-49062","","","","0"
"2021","Canada","2016A000011124","Balances","Goods and services","All countries","Dollars","81","millions","6","v61914617","1.3.2.1","216","","","","0"
"2022","Canada","2016A000011124","Balances","Goods and services","All countries","Dollars","81","millions","6","v61914617","1.3.2.1","3691","","","","0"
"2023","Canada","2016A000011124","Balances","Goods and services","All countries","Dollars","81","millions","6","v61914617","1.3.2.1","-11278","","","","0"
"2010","Canada","2016A000011124","Balances","Goods","All countries","Dollars","81","millions","6","v61914625","1.3.3.1","-9152","","","","0"
"2011","Canada","2016A000011124","Balances","Goods","All countries","Dollars","81","millions","6","v61914625","1.3.3.1","1190","","","","0"
"2012","Canada","2016A000011124","Balances","Goods","All countries","Dollars","81","millions","6","v61914625","1.3.3.1","-12533","","","","0"
"2013","Canada","2016A000011124","Balances","Goods","All countries","Dollars","81","millions","6","v61914625","1.3.3.1","-7243","","","","0"
"2014","Canada","2016A000011124","Balances","Goods","All countries","Dollars","81","millions","6","v61914625","1.3.3.1","5577","","","","0"
"2015","Canada","2016A000011124","Balances","Goods","All countries","Dollars","81","millions","6","v61914625","1.3.3.1","-23751","","","","0"
"2016","Canada","2016A000011124","Balances","Goods","All countries","Dollars","81","millions","6","v61914625","1.3.3.1","-25048","","","","0"
"2017","Canada","2016A000011124","Balances","Goods","All countries","Dollars","81","millions","6","v61914625","1.3.3.1","-24499","","","","0"
"2018","Canada","2016A000011124","Balances","Goods","All countries","Dollars","81","millions","6","v61914625","1.3.3.1","-21806","","","","0"
"2019","Canada","2016A000011124","Balances","Goods","All countries","Dollars","81","millions","6","v61914625","1.3.3.1","-18798","","","","0"
"2020","Canada","2016A000011124","Balances","Goods","All countries","Dollars","81","millions","6","v61914625","1.3.3.1","-40647","","","","0"
"2021","Canada","2016A000011124","Balances","Goods","All countries","Dollars","81","millions","6","v61914625","1.3.3.1","2460","","","","0"
"2022","Canada","2016A000011124","Balances","Goods","All countries","Dollars","81","millions","6","v61914625","1.3.3.1","19706","","","","0"
"2023","Canada","2016A000011124","Balances","Goods","All countries","Dollars","81","millions","6","v61914625","1.3.3.1","-1827","","","","0"
"2010","Canada","2016A000011124","Balances","Services","All countries","Dollars","81","millions","6","v61914635","1.3.5.1","-22061","","","","0"
"2011","Canada","2016A000011124","Balances","Services","All countries","Dollars","81","millions","6","v61914635","1.3.5.1","-21450","","","","0"
"2012","Canada","2016A000011124","Balances","Services","All countries","Dollars","81","millions","6","v61914635","1.3.5.1","-21992","","","","0"
"2013","Canada","2016A000011124","Balances","Services","All countries","Dollars","81","millions","6","v61914635","1.3.5.1","-22570","","","","0"
"2014","Canada","2016A000011124","Balances","Services","All countries","Dollars","81","millions","6","v61914635","1.3.5.1","-23641","","","","0"
"2015","Canada","2016A000011124","Balances","Services","All countries","Dollars","81","millions","6","v61914635","1.3.5.1","-25315","","","","0"
"2016","Canada","2016A000011124","Balances","Services","All countries","Dollars","81","millions","6","v61914635","1.3.5.1","-22728","","","","0"
"2017","Canada","2016A000011124","Balances","Services","All countries","Dollars","81","millions","6","v61914635","1.3.5.1","-22429","","","","0"
"2018","Canada","2016A000011124","Balances","Services","All countries","Dollars","81","millions","6","v61914635","1.3.5.1","-21769","","","","0"
"2019","Canada","2016A000011124","Balances","Services","All countries","Dollars","81","millions","6","v61914635","1.3.5.1","-15121","","","","0"
"2020","Canada","2016A000011124","Balances","Services","All countries","Dollars","81","millions","6","v61914635","1.3.5.1","-8414","","","","0"
"2021","Canada","2016A000011124","Balances","Services","All countries","Dollars","81","millions","6","v61914635","1.3.5.1","-2244","","","","0"
"2022","Canada","2016A000011124","Balances","Services","All countries","Dollars","81","millions","6","v61914635","1.3.5.1","-16016","","","","0"
"2023","Canada","2016A000011124","Balances","Services","All countries","Dollars","81","millions","6","v61914635","1.3.5.1","-9451","","","","0"
"2010","Canada","2016A000011124","Balances","Primary income","All countries","Dollars","81","millions","6","v61914683","1.3.11.1","-24175","","","","0"
"2011","Canada","2016A000011124","Balances","Primary income","All countries","Dollars","81","millions","6","v61914683","1.3.11.1","-24225","","","","0"
"2012","Canada","2016A000011124","Balances","Primary income","All countries","Dollars","81","millions","6","v61914683","1.3.11.1","-25855","","","","0"
"2013","Canada","2016A000011124","Balances","Primary income","All countries","Dollars","81","millions","6","v61914683","1.3.11.1","-25897","","","","0"
"2014","Canada","2016A000011124","Balances","Primary income","All countries","Dollars","81","millions","6","v61914683","1.3.11.1","-24774","","","","0"
"2015","Canada","2016A000011124","Balances","Primary income","All countries","Dollars","81","millions","6","v61914683","1.3.11.1","-16310","","","","0"
"2016","Canada","2016A000011124","Balances","Primary income","All countries","Dollars","81","millions","6","v61914683","1.3.11.1","-12656","","","","0"
"2017","Canada","2016A000011124","Balances","Primary income","All countries","Dollars","81","millions","6","v61914683","1.3.11.1","-8703","","","","0"
"2018","Canada","2016A000011124","Balances","Primary income","All countries","Dollars","81","millions","6","v61914683","1.3.11.1","-6274","","","","0"
"2019","Canada","2016A000011124","Balances","Primary income","All countries","Dollars","81","millions","6","v61914683","1.3.11.1","-8286","","","","0"
"2020","Canada","2016A000011124","Balances","Primary income","All countries","Dollars","81","millions","6","v61914683","1.3.11.1","10667","","","","0"
"2021","Canada","2016A000011124","Balances","Primary income","All countries","Dollars","81","millions","6","v61914683","1.3.11.1","4933","","","","0"
"2022","Canada","2016A000011124","Balances","Primary income","All countries","Dollars","81","millions","6","v61914683","1.3.11.1","-10023","","","","0"
"2023","Canada","2016A000011124","Balances","Primary income","All countries","Dollars","81","millions","6","v61914683","1.3.11.1","1056","","","","0"
"2010","Canada","2016A000011124","Balances","Compensation of employees","All countries","Dollars","81","millions","6","v61914691","1.3.12.1","-1742","","","","0"
"2011","Canada","2016A000011124","Balances","Compensation of employees","All countries","Dollars","81","millions","6","v61914691","1.3.12.1","-1902","","","","0"
"2012","Canada","2016A000011124","Balances","Compensation of employees","All countries","Dollars","81","millions","6","v61914691","1.3.12.1","-1923","","","","0"
"2013","Canada","2016A000011124","Balances","Compensation of employees","All countries","Dollars","81","millions","6","v61914691","1.3.12.1","-1998","","","","0"
"2014","Canada","2016A000011124","Balances","Compensation of employees","All countries","Dollars","81","millions","6","v61914691","1.3.12.1","-2216","","","","0"
"2015","Canada","2016A000011124","Balances","Compensation of employees","All countries","Dollars","81","millions","6","v61914691","1.3.12.1","-2104","","","","0"
"2016","Canada","2016A000011124","Balances","Compensation of employees","All countries","Dollars","81","millions","6","v61914691","1.3.12.1","-2340","","","","0"
"2017","Canada","2016A000011124","Balances","Compensation of employees","All countries","Dollars","81","millions","6","v61914691","1.3.12.1","-3432","","","","0"
"2018","Canada","2016A000011124","Balances","Compensation of employees","All countries","Dollars","81","millions","6","v61914691","1.3.12.1","-4644","","","","0"
"2019","Canada","2016A000011124","Balances","Compensation of employees","All countries","Dollars","81","millions","6","v61914691","1.3.12.1","-6188","","","","0"
"2020","Canada","2016A000011124","Balances","Compensation of employees","All countries","Dollars","81","millions","6","v61914691","1.3.12.1","-5166","","","","0"
"2021","Canada","2016A000011124","Balances","Compensation of employees","All countries","Dollars","81","millions","6","v61914691","1.3.12.1","-5422","","","","0"
"2022","Canada","2016A000011124","Balances","Compensation of employees","All countries","Dollars","81","millions","6","v61914691","1.3.12.1","-5761","","","","0"
"2023","Canada","2016A000011124","Balances","Compensation of employees","All countries","Dollars","81","millions","6","v61914691","1.3.12.1","-6309","","","","0"
"2010","Canada","2016A000011124","Balances","Investment income","All countries","Dollars","81","millions","6","v61914699","1.3.13.1","-22433","","","","0"
"2011","Canada","2016A000011124","Balances","Investment income","All countries","Dollars","81","millions","6","v61914699","1.3.13.1","-22323","","","","0"
"2012","Canada","2016A000011124","Balances","Investment income","All countries","Dollars","81","millions","6","v61914699","1.3.13.1","-23932","","","","0"
"2013","Canada","2016A000011124","Balances","Investment income","All countries","Dollars","81","millions","6","v61914699","1.3.13.1","-23899","","","","0"
"2014","Canada","2016A000011124","Balances","Investment income","All countries","Dollars","81","millions","6","v61914699","1.3.13.1","-22558","","","","0"
"2015","Canada","2016A000011124","Balances","Investment income","All countries","Dollars","81","millions","6","v61914699","1.3.13.1","-14206","","","","0"
"2016","Canada","2016A000011124","Balances","Investment income","All countries","Dollars","81","millions","6","v61914699","1.3.13.1","-10317","","","","0"
"2017","Canada","2016A000011124","Balances","Investment income","All countries","Dollars","81","millions","6","v61914699","1.3.13.1","-5272","","","","0"
"2018","Canada","2016A000011124","Balances","Investment income","All countries","Dollars","81","millions","6","v61914699","1.3.13.1","-1630","","","","0"
"2019","Canada","2016A000011124","Balances","Investment income","All countries","Dollars","81","millions","6","v61914699","1.3.13.1","-2098","","","","0"
"2020","Canada","2016A000011124","Balances","Investment income","All countries","Dollars","81","millions","6","v61914699","1.3.13.1","15833","","","","0"
"2021","Canada","2016A000011124","Balances","Investment income","All countries","Dollars","81","millions","6","v61914699","1.3.13.1","10355","","","","0"
"2022","Canada","2016A000011124","Balances","Investment income","All countries","Dollars","81","millions","6","v61914699","1.3.13.1","-4261","","","","0"
"2023","Canada","2016A000011124","Balances","Investment income","All countries","Dollars","81","millions","6","v61914699","1.3.13.1","7366","","","","0"
"2010","Canada","2016A000011124","Balances","Direct investment income","All countries","Dollars","81","millions","6","v61914707","1.3.14.1","-2673","","","","0"
"2011","Canada","2016A000011124","Balances","Direct investment income","All countries","Dollars","81","millions","6","v61914707","1.3.14.1","-1065","","","","0"
"2012","Canada","2016A000011124","Balances","Direct investment income","All countries","Dollars","81","millions","6","v61914707","1.3.14.1","-3113","","","","0"
"2013","Canada","2016A000011124","Balances","Direct investment income","All countries","Dollars","81","millions","6","v61914707","1.3.14.1","-2960","","","","0"
"2014","Canada","2016A000011124","Balances","Direct investment income","All countries","Dollars","81","millions","6","v61914707","1.3.14.1","-724","","","","0"
"2015","Canada","2016A000011124","Balances","Direct investment income","All countries","Dollars","81","millions","6","v61914707","1.3.14.1","9184","","","","0"
"2016","Canada","2016A000011124","Balances","Direct investment income","All countries","Dollars","81","millions","6","v61914707","1.3.14.1","12953","","","","0"
"2017","Canada","2016A000011124","Balances","Direct investment income","All countries","Dollars","81","millions","6","v61914707","1.3.14.1","21897","","","","0"
"2018","Canada","2016A000011124","Balances","Direct investment income","All countries","Dollars","81","millions","6","v61914707","1.3.14.1","27409","","","","0"
"2019","Canada","2016A000011124","Balances","Direct investment income","All countries","Dollars","81","millions","6","v61914707","1.3.14.1","27660","","","","0"
"2020","Canada","2016A000011124","Balances","Direct investment income","All countries","Dollars","81","millions","6","v61914707","1.3.14.1","44477","","","","0"
"2021","Canada","2016A000011124","Balances","Direct investment income","All countries","Dollars","81","millions","6","v61914707","1.3.14.1","38892","","","","0"
"2022","Canada","2016A000011124","Balances","Direct investment income","All countries","Dollars","81","millions","6","v61914707","1.3.14.1","35369","","","","0"
"2023","Canada","2016A000011124","Balances","Direct investment income","All countries","Dollars","81","millions","6","v61914707","1.3.14.1","56049","","","","0"
"2010","Canada","2016A000011124","Balances","Portfolio investment income","All countries","Dollars","81","millions","6","v61914715","1.3.15.1","-19290","","","","0"
"2011","Canada","2016A000011124","Balances","Portfolio investment income","All countries","Dollars","81","millions","6","v61914715","1.3.15.1","-20514","","","","0"
"2012","Canada","2016A000011124","Balances","Portfolio investment income","All countries","Dollars","81","millions","6","v61914715","1.3.15.1","-20925","","","","0"
"2013","Canada","2016A000011124","Balances","Portfolio investment income","All countries","Dollars","81","millions","6","v61914715","1.3.15.1","-20161","","","","0"
"2014","Canada","2016A000011124","Balances","Portfolio investment income","All countries","Dollars","81","millions","6","v61914715","1.3.15.1","-20852","","","","0"
"2015","Canada","2016A000011124","Balances","Portfolio investment income","All countries","Dollars","81","millions","6","v61914715","1.3.15.1","-22236","","","","0"
"2016","Canada","2016A000011124","Balances","Portfolio investment income","All countries","Dollars","81","millions","6","v61914715","1.3.15.1","-21156","","","","0"
"2017","Canada","2016A000011124","Balances","Portfolio investment income","All countries","Dollars","81","millions","6","v61914715","1.3.15.1","-23543","","","","0"
"2018","Canada","2016A000011124","Balances","Portfolio investment income","All countries","Dollars","81","millions","6","v61914715","1.3.15.1","-27356","","","","0"
"2019","Canada","2016A000011124","Balances","Portfolio investment income","All countries","Dollars","81","millions","6","v61914715","1.3.15.1","-27543","","","","0"
"2020","Canada","2016A000011124","Balances","Portfolio investment income","All countries","Dollars","81","millions","6","v61914715","1.3.15.1","-24840","","","","0"
"2021","Canada","2016A000011124","Balances","Portfolio investment income","All countries","Dollars","81","millions","6","v61914715","1.3.15.1","-21514","","","","0"
"2022","Canada","2016A000011124","Balances","Portfolio investment income","All countries","Dollars","81","millions","6","v61914715","1.3.15.1","-31408","","","","0"
"2023","Canada","2016A000011124","Balances","Portfolio investment income","All countries","Dollars","81","millions","6","v61914715","1.3.15.1","-43829","","","","0"
"2010","Canada","2016A000011124","Balances","Other investment income","All countries","Dollars","81","millions","6","v61914723","1.3.16.1","-470","","","","0"
"2011","Canada","2016A000011124","Balances","Other investment income","All countries","Dollars","81","millions","6","v61914723","1.3.16.1","-744","","","","0"
"2012","Canada","2016A000011124","Balances","Other investment income","All countries","Dollars","81","millions","6","v61914723","1.3.16.1","106","","","","0"
"2013","Canada","2016A000011124","Balances","Other investment income","All countries","Dollars","81","millions","6","v61914723","1.3.16.1","-777","","","","0"
"2014","Canada","2016A000011124","Balances","Other investment income","All countries","Dollars","81","millions","6","v61914723","1.3.16.1","-982","","","","0"
"2015","Canada","2016A000011124","Balances","Other investment income","All countries","Dollars","81","millions","6","v61914723","1.3.16.1","-1154","","","","0"
"2016","Canada","2016A000011124","Balances","Other investment income","All countries","Dollars","81","millions","6","v61914723","1.3.16.1","-2113","","","","0"
"2017","Canada","2016A000011124","Balances","Other investment income","All countries","Dollars","81","millions","6","v61914723","1.3.16.1","-3625","","","","0"
"2018","Canada","2016A000011124","Balances","Other investment income","All countries","Dollars","81","millions","6","v61914723","1.3.16.1","-1683","","","","0"
"2019","Canada","2016A000011124","Balances","Other investment income","All countries","Dollars","81","millions","6","v61914723","1.3.16.1","-2215","","","","0"
"2020","Canada","2016A000011124","Balances","Other investment income","All countries","Dollars","81","millions","6","v61914723","1.3.16.1","-3804","","","","0"
"2021","Canada","2016A000011124","Balances","Other investment income","All countries","Dollars","81","millions","6","v61914723","1.3.16.1","-7022","","","","0"
"2022","Canada","2016A000011124","Balances","Other investment income","All countries","Dollars","81","millions","6","v61914723","1.3.16.1","-8223","","","","0"
"2023","Canada","2016A000011124","Balances","Other investment income","All countries","Dollars","81","millions","6","v61914723","1.3.16.1","-4855","","","","0"
"2010","Canada","2016A000011124","Balances","Secondary income","All countries","Dollars","81","millions","6","v61914731","1.3.17.1","-3963","","","","0"
"2011","Canada","2016A000011124","Balances","Secondary income","All countries","Dollars","81","millions","6","v61914731","1.3.17.1","-3626","","","","0"
"2012","Canada","2016A000011124","Balances","Secondary income","All countries","Dollars","81","millions","6","v61914731","1.3.17.1","-4199","","","","0"
"2013","Canada","2016A000011124","Balances","Secondary income","All countries","Dollars","81","millions","6","v61914731","1.3.17.1","-4050","","","","0"
"2014","Canada","2016A000011124","Balances","Secondary income","All countries","Dollars","81","millions","6","v61914731","1.3.17.1","-3440","","","","0"
"2015","Canada","2016A000011124","Balances","Secondary income","All countries","Dollars","81","millions","6","v61914731","1.3.17.1","-4193","","","","0"
"2016","Canada","2016A000011124","Balances","Secondary income","All countries","Dollars","81","millions","6","v61914731","1.3.17.1","-2121","","","","0"
"2017","Canada","2016A000011124","Balances","Secondary income","All countries","Dollars","81","millions","6","v61914731","1.3.17.1","-4366","","","","0"
"2018","Canada","2016A000011124","Balances","Secondary income","All countries","Dollars","81","millions","6","v61914731","1.3.17.1","-3293","","","","0"
"2019","Canada","2016A000011124","Balances","Secondary income","All countries","Dollars","81","millions","6","v61914731","1.3.17.1","-2977","","","","0"
"2020","Canada","2016A000011124","Balances","Secondary income","All countries","Dollars","81","millions","6","v61914731","1.3.17.1","-6394","","","","0"
"2021","Canada","2016A000011124","Balances","Secondary income","All countries","Dollars","81","millions","6","v61914731","1.3.17.1","-4777","","","","0"
"2022","Canada","2016A000011124","Balances","Secondary income","All countries","Dollars","81","millions","6","v61914731","1.3.17.1","-3980","","","","0"
"2023","Canada","2016A000011124","Balances","Secondary income","All countries","Dollars","81","millions","6","v61914731","1.3.17.1","-7537","","","","0"
"2010","Canada","2016A000011124","Balances","Private transfers","All countries","Dollars","81","millions","6","v61914739","1.3.18.1","-4891","","","","0"
"2011","Canada","2016A000011124","Balances","Private transfers","All countries","Dollars","81","millions","6","v61914739","1.3.18.1","-4733","","","","0"
"2012","Canada","2016A000011124","Balances","Private transfers","All countries","Dollars","81","millions","6","v61914739","1.3.18.1","-4701","","","","0"
"2013","Canada","2016A000011124","Balances","Private transfers","All countries","Dollars","81","millions","6","v61914739","1.3.18.1","-4904","","","","0"
"2014","Canada","2016A000011124","Balances","Private transfers","All countries","Dollars","81","millions","6","v61914739","1.3.18.1","-6020","","","","0"
"2015","Canada","2016A000011124","Balances","Private transfers","All countries","Dollars","81","millions","6","v61914739","1.3.18.1","-6382","","","","0"
"2016","Canada","2016A000011124","Balances","Private transfers","All countries","Dollars","81","millions","6","v61914739","1.3.18.1","-4284","","","","0"
"2017","Canada","2016A000011124","Balances","Private transfers","All countries","Dollars","81","millions","6","v61914739","1.3.18.1","-7287","","","","0"
"2018","Canada","2016A000011124","Balances","Private transfers","All countries","Dollars","81","millions","6","v61914739","1.3.18.1","-7464","","","","0"
"2019","Canada","2016A000011124","Balances","Private transfers","All countries","Dollars","81","millions","6","v61914739","1.3.18.1","-8196","","","","0"
"2020","Canada","2016A000011124","Balances","Private transfers","All countries","Dollars","81","millions","6","v61914739","1.3.18.1","-8853","","","","0"
"2021","Canada","2016A000011124","Balances","Private transfers","All countries","Dollars","81","millions","6","v61914739","1.3.18.1","-8988","","","","0"
"2022","Canada","2016A000011124","Balances","Private transfers","All countries","Dollars","81","millions","6","v61914739","1.3.18.1","-9278","","","","0"
"2023","Canada","2016A000011124","Balances","Private transfers","All countries","Dollars","81","millions","6","v61914739","1.3.18.1","-12682","","","","0"
"2010","Canada","2016A000011124","Balances","Government transfers","All countries","Dollars","81","millions","6","v61914749","1.3.23.1","928","","","","0"
"2011","Canada","2016A000011124","Balances","Government transfers","All countries","Dollars","81","millions","6","v61914749","1.3.23.1","1106","","","","0"
"2012","Canada","2016A000011124","Balances","Government transfers","All countries","Dollars","81","millions","6","v61914749","1.3.23.1","503","","","","0"
"2013","Canada","2016A000011124","Balances","Government transfers","All countries","Dollars","81","millions","6","v61914749","1.3.23.1","855","","","","0"
"2014","Canada","2016A000011124","Balances","Government transfers","All countries","Dollars","81","millions","6","v61914749","1.3.23.1","2579","","","","0"
"2015","Canada","2016A000011124","Balances","Government transfers","All countries","Dollars","81","millions","6","v61914749","1.3.23.1","2189","","","","0"
"2016","Canada","2016A000011124","Balances","Government transfers","All countries","Dollars","81","millions","6","v61914749","1.3.23.1","2163","","","","0"
"2017","Canada","2016A000011124","Balances","Government transfers","All countries","Dollars","81","millions","6","v61914749","1.3.23.1","2922","","","","0"
"2018","Canada","2016A000011124","Balances","Government transfers","All countries","Dollars","81","millions","6","v61914749","1.3.23.1","4171","","","","0"
"2019","Canada","2016A000011124","Balances","Government transfers","All countries","Dollars","81","millions","6","v61914749","1.3.23.1","5218","","","","0"
"2020","Canada","2016A000011124","Balances","Government transfers","All countries","Dollars","81","millions","6","v61914749","1.3.23.1","2459","","","","0"
"2021","Canada","2016A000011124","Balances","Government transfers","All countries","Dollars","81","millions","6","v61914749","1.3.23.1","4212","","","","0"
"2022","Canada","2016A000011124","Balances","Government transfers","All countries","Dollars","81","millions","6","v61914749","1.3.23.1","5298","","","","0"
"2023","Canada","2016A000011124","Balances","Government transfers","All countries","Dollars","81","millions","6","v61914749","1.3.23.1","5145","","","","0"
"2010","Canada","2016A000011124","Balances","Capital account","All countries","Dollars","81","millions","6","v61914760","1.3.27.1","-126","","","","0"
"2011","Canada","2016A000011124","Balances","Capital account","All countries","Dollars","81","millions","6","v61914760","1.3.27.1","4573","","","","0"
"2012","Canada","2016A000011124","Balances","Capital account","All countries","Dollars","81","millions","6","v61914760","1.3.27.1","-272","","","","0"
"2013","Canada","2016A000011124","Balances","Capital account","All countries","Dollars","81","millions","6","v61914760","1.3.27.1","-104","","","","0"
"2014","Canada","2016A000011124","Balances","Capital account","All countries","Dollars","81","millions","6","v61914760","1.3.27.1","398","","","","0"
"2015","Canada","2016A000011124","Balances","Capital account","All countries","Dollars","81","millions","6","v61914760","1.3.27.1","-106","","","","0"
"2016","Canada","2016A000011124","Balances","Capital account","All countries","Dollars","81","millions","6","v61914760","1.3.27.1","-91","","","","0"
"2017","Canada","2016A000011124","Balances","Capital account","All countries","Dollars","81","millions","6","v61914760","1.3.27.1","-76","","","","0"
"2018","Canada","2016A000011124","Balances","Capital account","All countries","Dollars","81","millions","6","v61914760","1.3.27.1","-76","","","","0"
"2019","Canada","2016A000011124","Balances","Capital account","All countries","Dollars","81","millions","6","v61914760","1.3.27.1","-89","","","","0"
"2020","Canada","2016A000011124","Balances","Capital account","All countries","Dollars","81","millions","6","v61914760","1.3.27.1","-48","","","","0"
"2021","Canada","2016A000011124","Balances","Capital account","All countries","Dollars","81","millions","6","v61914760","1.3.27.1","-38","","","","0"
"2022","Canada","2016A000011124","Balances","Capital account","All countries","Dollars","81","millions","6","v61914760","1.3.27.1","-53","","","","0"
"2023","Canada","2016A000011124","Balances","Capital account","All countries","Dollars","81","millions","6","v61914760","1.3.27.1","172","","","","0"


